State/territory,Calendar year,School sector,School level,MeanRatio
Tasmania,2013,Independent,Primary,13.0
Tasmania,2013,Independent,Secondary,9.9
Tasmania,2014,All,All,13.8
Tasmania,2014,All,Primary,15.1
Tasmania,2014,All,Secondary,12.5
Tasmania,2014,All non-government,All,13.3
Tasmania,2014,All non-government,Primary,16.0
Tasmania,2014,All non-government,Secondary,11.5
Tasmania,2014,Catholic,All,15.4
Tasmania,2014,Catholic,Primary,18.3
Tasmania,2014,Catholic,Secondary,13.1
Tasmania,2014,Government,All,14.0
Tasmania,2014,Government,Primary,14.8
Tasmania,2014,Government,Secondary,13.1
Tasmania,2014,Independent,All,11.0
Tasmania,2014,Independent,Primary,13.0
Tasmania,2014,Independent,Secondary,9.7
Tasmania,2015,All,All,14.1
Tasmania,2015,All,Primary,15.5
Tasmania,2015,All,Secondary,12.6
Tasmania,2015,All non-government,All,13.1
Tasmania,2015,All non-government,Primary,15.5
Tasmania,2015,All non-government,Secondary,11.4
Tasmania,2015,Catholic,All,15.1
Tasmania,2015,Catholic,Primary,17.6
Tasmania,2015,Catholic,Secondary,13.1
Tasmania,2015,Government,All,14.5
Tasmania,2015,Government,Primary,15.4
Tasmania,2015,Government,Secondary,13.4
Tasmania,2015,Independent,All,10.8
Tasmania,2015,Independent,Primary,12.8
Tasmania,2015,Independent,Secondary,9.5
Tasmania,2016,All,All,13.8
Tasmania,2016,All,Primary,15.1
Tasmania,2016,All,Secondary,12.5
Tasmania,2016,All non-government,All,13.0
Tasmania,2016,All non-government,Primary,15.3
Tasmania,2016,All non-government,Secondary,11.4
Tasmania,2016,Catholic,All,14.8
Tasmania,2016,Catholic,Primary,17.2
Tasmania,2016,Catholic,Secondary,12.9
Tasmania,2016,Government,All,14.2
Tasmania,2016,Government,Primary,15.0
Tasmania,2016,Government,Secondary,13.2
Tasmania,2016,Independent,All,10.8
Tasmania,2016,Independent,Primary,12.7
Tasmania,2016,Independent,Secondary,9.6
Tasmania,2017,All,All,13.7
Tasmania,2017,All,Primary,14.9
Tasmania,2017,All,Secondary,12.3
Tasmania,2017,All non-government,All,12.8
Tasmania,2017,All non-government,Primary,15.1
Tasmania,2017,All non-government,Secondary,11.2
Tasmania,2017,Catholic,All,14.7
Tasmania,2017,Catholic,Primary,16.9
Tasmania,2017,Catholic,Secondary,12.8
Tasmania,2017,Government,All,14.1
Tasmania,2017,Government,Primary,14.8
Tasmania,2017,Government,Secondary,13.1
Tasmania,2017,Independent,All,10.7
Tasmania,2017,Independent,Primary,12.7
Tasmania,2017,Independent,Secondary,9.4
Tasmania,2018,All,All,13.5
Tasmania,2018,All,Primary,14.8
Tasmania,2018,All,Secondary,12.2
Tasmania,2018,All non-government,All,12.6
Tasmania,2018,All non-government,Primary,14.9
Tasmania,2018,All non-government,Secondary,11.0
Tasmania,2018,Catholic,All,14.2
Tasmania,2018,Catholic,Primary,16.6
Tasmania,2018,Catholic,Secondary,12.3
Tasmania,2018,Government,All,13.9
Tasmania,2018,Government,Primary,14.8
Tasmania,2018,Government,Secondary,12.9
Tasmania,2018,Independent,All,10.7
Tasmania,2018,Independent,Primary,12.5
Tasmania,2018,Independent,Secondary,9.6
Tasmania,2019,All,All,13.3
Tasmania,2019,All,Primary,14.4
Tasmania,2019,All,Secondary,12.0
Tasmania,2019,All non-government,All,12.4
Tasmania,2019,All non-government,Primary,14.3
Tasmania,2019,All non-government,Secondary,10.9
Tasmania,2019,Catholic,All,13.7
Tasmania,2019,Catholic,Primary,15.5
Tasmania,2019,Catholic,Secondary,12.1
Tasmania,2019,Government,All,13.7
Tasmania,2019,Government,Primary,14.4
Tasmania,2019,Government,Secondary,12.7
Tasmania,2019,Independent,All,10.8
Tasmania,2019,Independent,Primary,12.6
Tasmania,2019,Independent,Secondary,9.6
Tasmania,2020,All,All,13.0
Tasmania,2020,All,Primary,14.1
Tasmania,2020,All,Secondary,11.9
Tasmania,2020,All non-government,All,12.3
Tasmania,2020,All non-government,Primary,14.3
Tasmania,2020,All non-government,Secondary,10.8
Tasmania,2020,Catholic,All,13.6
Tasmania,2020,Catholic,Primary,15.4
Tasmania,2020,Catholic,Secondary,12.1
Tasmania,2020,Government,All,13.3
Tasmania,2020,Government,Primary,13.9
Tasmania,2020,Government,Secondary,12.5
Tasmania,2020,Independent,All,10.8
Tasmania,2020,Independent,Primary,12.8
Tasmania,2020,Independent,Secondary,9.5
Tasmania,2021,All,All,12.7
Tasmania,2021,All,Primary,13.9
Tasmania,2021,All,Secondary,11.5
Tasmania,2021,All non-government,All,12.2
Tasmania,2021,All non-government,Primary,14.3
Tasmania,2021,All non-government,Secondary,10.6
Tasmania,2021,Catholic,All,13.4
Tasmania,2021,Catholic,Primary,15.6
Tasmania,2021,Catholic,Secondary,11.7
Tasmania,2021,Government,All,12.9
Tasmania,2021,Government,Primary,13.7
Tasmania,2021,Government,Secondary,12.0
Tasmania,2021,Independent,All,10.7
Tasmania,2021,Independent,Primary,12.5
Tasmania,2021,Independent,Secondary,9.5
Tasmania,2022,All,All,12.4
Tasmania,2022,All,Primary,13.4
Tasmania,2022,All,Secondary,11.4
Tasmania,2022,All non-government,All,11.9
Tasmania,2022,All non-government,Primary,13.7
Tasmania,2022,All non-government,Secondary,10.5
Tasmania,2022,Catholic,All,13.0
Tasmania,2022,Catholic,Primary,14.8
Tasmania,2022,Catholic,Secondary,11.6
Tasmania,2022,Government,All,12.7
Tasmania,2022,Government,Primary,13.4
Tasmania,2022,Government,Secondary,12.0
Tasmania,2022,Independent,All,10.5
Tasmania,2022,Independent,Primary,12.3
Tasmania,2022,Independent,Secondary,9.4
Tasmania,2023,All,All,12.4
Tasmania,2023,All,Primary,13.4
Tasmania,2023,All,Secondary,11.3
Tasmania,2023,All non-government,All,11.8
Tasmania,2023,All non-government,Primary,13.7
Tasmania,2023,All non-government,Secondary,10.4
Tasmania,2023,Catholic,All,12.7
Tasmania,2023,Catholic,Primary,14.7
Tasmania,2023,Catholic,Secondary,11.2
Tasmania,2023,Government,All,12.7
Tasmania,2023,Government,Primary,13.3
Tasmania,2023,Government,Secondary,11.8
Tasmania,2023,Independent,All,10.7
Tasmania,2023,Independent,Primary,12.5
Tasmania,2023,Independent,Secondary,9.6
Tasmania,2024,All,All,12.0
Tasmania,2024,All,Primary,12.9
Tasmania,2024,All,Secondary,11.1
Tasmania,2024,All non-government,All,11.8
Tasmania,2024,All non-government,Primary,13.4
Tasmania,2024,All non-government,Secondary,10.7
Tasmania,2024,Catholic,All,12.9
Tasmania,2024,Catholic,Primary,14.5
Tasmania,2024,Catholic,Secondary,11.6
Tasmania,2024,Government,All,12.1
Tasmania,2024,Government,Primary,12.7
Tasmania,2024,Government,Secondary,11.4
Tasmania,2024,Independent,All,10.6
Tasmania,2024,Independent,Primary,11.9
Tasmania,2024,Independent,Secondary,9.7
Victoria,2001,All,All,14.6
Victoria,2001,All,Primary,16.8
Victoria,2001,All,Secondary,12.5
Victoria,2001,All non-government,All,14.3
Victoria,2001,All non-government,Primary,17.2
Victoria,2001,All non-government,Secondary,12.2
Victoria,2001,Catholic,All,16.0
Victoria,2001,Catholic,Primary,18.8
Victoria,2001,Catholic,Secondary,13.5
Victoria,2001,Government,All,14.7
Victoria,2001,Government,Primary,16.6
Victoria,2001,Government,Secondary,12.6
Victoria,2001,Independent,All,11.9
Victoria,2001,Independent,Primary,14.0
Victoria,2001,Independent,Secondary,10.9
Victoria,2002,All,All,14.3
Victoria,2002,All,Primary,16.6
Victoria,2002,All,Secondary,12.2
Victoria,2002,All non-government,All,14.1
Victoria,2002,All non-government,Primary,16.9
Victoria,2002,All non-government,Secondary,12.1
Victoria,2002,Catholic,All,15.8
Victoria,2002,Catholic,Primary,18.4
Victoria,2002,Catholic,Secondary,13.3
Victoria,2002,Government,All,14.4
Victoria,2002,Government,Primary,16.4
Victoria,2002,Government,Secondary,12.3
Victoria,2002,Independent,All,11.8
Victoria,2002,Independent,Primary,13.8
Victoria,2002,Independent,Secondary,10.9
Victoria,2003,All,All,14.1
Victoria,2003,All,Primary,16.3
Victoria,2003,All,Secondary,12.1
Victoria,2003,All non-government,All,13.8
Victoria,2003,All non-government,Primary,16.5
Victoria,2003,All non-government,Secondary,12.0
Victoria,2003,Catholic,All,15.5
Victoria,2003,Catholic,Primary,18.1
Victoria,2003,Catholic,Secondary,13.1
Victoria,2003,Government,All,14.3
Victoria,2003,Government,Primary,16.2
Victoria,2003,Government,Secondary,12.1
Victoria,2003,Independent,All,11.7
Victoria,2003,Independent,Primary,13.6
Victoria,2003,Independent,Secondary,10.8
Victoria,2004,All,All,14.0
Victoria,2004,All,Primary,16.3
Victoria,2004,All,Secondary,12.0
Victoria,2004,All non-government,All,13.6
Victoria,2004,All non-government,Primary,16.4
Victoria,2004,All non-government,Secondary,11.7
Victoria,2004,Catholic,All,15.4
Victoria,2004,Catholic,Primary,18.0
Victoria,2004,Catholic,Secondary,13.0
Victoria,2004,Government,All,14.2
Victoria,2004,Government,Primary,16.2
Victoria,2004,Government,Secondary,12.1
Victoria,2004,Independent,All,11.4
Victoria,2004,Independent,Primary,13.4
Victoria,2004,Independent,Secondary,10.4
Victoria,2005,All,All,13.9
Victoria,2005,All,Primary,16.1
Victoria,2005,All,Secondary,11.9
Victoria,2005,All non-government,All,13.4
Victoria,2005,All non-government,Primary,16.0
Victoria,2005,All non-government,Secondary,11.6
Victoria,2005,Catholic,All,15.2
Victoria,2005,Catholic,Primary,17.6
Victoria,2005,Catholic,Secondary,13.1
Victoria,2005,Government,All,14.1
Victoria,2005,Government,Primary,16.1
Victoria,2005,Government,Secondary,12.0
Victoria,2005,Independent,All,11.2
Victoria,2005,Independent,Primary,13.2
Victoria,2005,Independent,Secondary,10.2
Victoria,2006,All,All,13.7
Victoria,2006,All,Primary,15.8
Victoria,2006,All,Secondary,11.7
Victoria,2006,All non-government,All,13.2
Victoria,2006,All non-government,Primary,15.7
Victoria,2006,All non-government,Secondary,11.5
Victoria,2006,Catholic,All,14.9
Victoria,2006,Catholic,Primary,17.2
Victoria,2006,Catholic,Secondary,12.9
Victoria,2006,Government,All,13.9
Victoria,2006,Government,Primary,15.9
Victoria,2006,Government,Secondary,11.9
Victoria,2006,Independent,All,11.1
Victoria,2006,Independent,Primary,13.1
Victoria,2006,Independent,Secondary,10.2
Victoria,2007,All,All,13.4
Victoria,2007,All,Primary,15.6
Victoria,2007,All,Secondary,11.6
Victoria,2007,All non-government,All,12.9
Victoria,2007,All non-government,Primary,15.2
Victoria,2007,All non-government,Secondary,11.3
Victoria,2007,Catholic,All,14.5
Victoria,2007,Catholic,Primary,16.6
Victoria,2007,Catholic,Secondary,12.6
Victoria,2007,Government,All,13.8
Victoria,2007,Government,Primary,15.7
Victoria,2007,Government,Secondary,11.8
Victoria,2007,Independent,All,10.9
Victoria,2007,Independent,Primary,12.7
Victoria,2007,Independent,Secondary,10.0
Victoria,2008,All,All,13.4
Victoria,2008,All,Primary,15.5
Victoria,2008,All,Secondary,11.6
Victoria,2008,All non-government,All,12.7
Victoria,2008,All non-government,Primary,15.0
Victoria,2008,All non-government,Secondary,11.2
Victoria,2008,Catholic,All,14.4
Victoria,2008,Catholic,Primary,16.4
Victoria,2008,Catholic,Secondary,12.6
Victoria,2008,Government,All,13.8
Victoria,2008,Government,Primary,15.7
Victoria,2008,Government,Secondary,11.8
Victoria,2008,Independent,All,10.8
Victoria,2008,Independent,Primary,12.7
Victoria,2008,Independent,Secondary,9.9
Victoria,2009,All,All,13.4
Victoria,2009,All,Primary,15.5
Victoria,2009,All,Secondary,11.6
Victoria,2009,All non-government,All,12.8
Victoria,2009,All non-government,Primary,15.1
Victoria,2009,All non-government,Secondary,11.2
Victoria,2009,Catholic,All,14.4
Victoria,2009,Catholic,Primary,16.5
Victoria,2009,Catholic,Secondary,12.7
Victoria,2009,Government,All,13.8
Victoria,2009,Government,Primary,15.7
Victoria,2009,Government,Secondary,11.9
Victoria,2009,Independent,All,10.8
Victoria,2009,Independent,Primary,12.7
Victoria,2009,Independent,Secondary,9.9
Victoria,2010,All,All,13.4
Victoria,2010,All,Primary,15.4
Victoria,2010,All,Secondary,11.6
Victoria,2010,All non-government,All,12.8
Victoria,2010,All non-government,Primary,15.0
Victoria,2010,All non-government,Secondary,11.3
Victoria,2010,Catholic,All,14.4
Victoria,2010,Catholic,Primary,16.4
Victoria,2010,Catholic,Secondary,12.7
Victoria,2010,Government,All,13.8
Victoria,2010,Government,Primary,15.6
Victoria,2010,Government,Secondary,11.8
Victoria,2010,Independent,All,10.9
Victoria,2010,Independent,Primary,12.8
Victoria,2010,Independent,Secondary,9.9
Victoria,2011,All,All,13.3
Victoria,2011,All,Primary,15.2
Victoria,2011,All,Secondary,11.5
Victoria,2011,All non-government,All,12.7
Victoria,2011,All non-government,Primary,14.9
Victoria,2011,All non-government,Secondary,11.1
Victoria,2011,Catholic,All,14.4
Victoria,2011,Catholic,Primary,16.3
Victoria,2011,Catholic,Secondary,12.6
Victoria,2011,Government,All,13.6
Victoria,2011,Government,Primary,15.4
Victoria,2011,Government,Secondary,11.7
Victoria,2011,Independent,All,10.7
Victoria,2011,Independent,Primary,12.6
Victoria,2011,Independent,Secondary,9.7
Victoria,2012,All,All,13.2
Victoria,2012,All,Primary,14.9
Victoria,2012,All,Secondary,11.5
Victoria,2012,All non-government,All,12.6
Victoria,2012,All non-government,Primary,14.8
Victoria,2012,All non-government,Secondary,11.1
Victoria,2012,Catholic,All,14.2
Victoria,2012,Catholic,Primary,16.0
Victoria,2012,Catholic,Secondary,12.6
Victoria,2012,Government,All,13.5
Victoria,2012,Government,Primary,15.0
Victoria,2012,Government,Secondary,11.9
Victoria,2012,Independent,All,10.6
Victoria,2012,Independent,Primary,12.7
Victoria,2012,Independent,Secondary,9.6
Victoria,2013,All,All,13.4
Victoria,2013,All,Primary,15.1
Victoria,2013,All,Secondary,11.7
Victoria,2013,All non-government,All,12.6
Victoria,2013,All non-government,Primary,14.6
Victoria,2013,All non-government,Secondary,11.1
Victoria,2013,Catholic,All,14.1
Victoria,2013,Catholic,Primary,15.7
Victoria,2013,Catholic,Secondary,12.7
Victoria,2013,Government,All,13.9
Victoria,2013,Government,Primary,15.3
Victoria,2013,Government,Secondary,12.2
Victoria,2013,Independent,All,10.7
Victoria,2013,Independent,Primary,12.8
Victoria,2013,Independent,Secondary,9.6
Victoria,2014,All,All,13.5
Victoria,2014,All,Primary,15.1
Victoria,2014,All,Secondary,11.9
Victoria,2014,All non-government,All,12.6
Victoria,2014,All non-government,Primary,14.6
Victoria,2014,All non-government,Secondary,11.1
Victoria,2014,Catholic,All,14.1
Victoria,2014,Catholic,Primary,15.7
Victoria,2014,Catholic,Secondary,12.7
Victoria,2014,Government,All,14.0
Victoria,2014,Government,Primary,15.3
Victoria,2014,Government,Secondary,12.5
Victoria,2014,Independent,All,10.7
Victoria,2014,Independent,Primary,12.9
Victoria,2014,Independent,Secondary,9.6
Victoria,2015,All,All,13.5
Victoria,2015,All,Primary,15.1
Victoria,2015,All,Secondary,11.9
Victoria,2015,All non-government,All,12.5
Victoria,2015,All non-government,Primary,14.5
Victoria,2015,All non-government,Secondary,11.1
Victoria,2015,Catholic,All,14.0
Victoria,2015,Catholic,Primary,15.5
Victoria,2015,Catholic,Secondary,12.6
Victoria,2015,Government,All,14.1
Victoria,2015,Government,Primary,15.3
Victoria,2015,Government,Secondary,12.6
Victoria,2015,Independent,All,10.7
Victoria,2015,Independent,Primary,12.9
Victoria,2015,Independent,Secondary,9.6
Victoria,2016,All,All,13.2
Victoria,2016,All,Primary,14.6
Victoria,2016,All,Secondary,11.8
Victoria,2016,All non-government,All,12.3
Victoria,2016,All non-government,Primary,14.2
Victoria,2016,All non-government,Secondary,11.0
Victoria,2016,Catholic,All,13.8
Victoria,2016,Catholic,Primary,15.1
Victoria,2016,Catholic,Secondary,12.5
Victoria,2016,Government,All,13.8
Victoria,2016,Government,Primary,14.8
Victoria,2016,Government,Secondary,12.5
Victoria,2016,Independent,All,10.6
Victoria,2016,Independent,Primary,12.7
Victoria,2016,Independent,Secondary,9.5
Victoria,2017,All,All,13.2
Victoria,2017,All,Primary,14.6
Victoria,2017,All,Secondary,11.7
Victoria,2017,All non-government,All,12.3
Victoria,2017,All non-government,Primary,14.1
Victoria,2017,All non-government,Secondary,11.0
Victoria,2017,Catholic,All,13.6
Victoria,2017,Catholic,Primary,15.0
Victoria,2017,Catholic,Secondary,12.4
Victoria,2017,Government,All,13.7
Victoria,2017,Government,Primary,14.8
Victoria,2017,Government,Secondary,12.3
Victoria,2017,Independent,All,10.8
Victoria,2017,Independent,Primary,12.8
Victoria,2017,Independent,Secondary,9.7
Victoria,2018,All,All,13.0
Victoria,2018,All,Primary,14.3
Victoria,2018,All,Secondary,11.6
Victoria,2018,All non-government,All,12.2
Victoria,2018,All non-government,Primary,13.9
Victoria,2018,All non-government,Secondary,10.9
Victoria,2018,Catholic,All,13.5
Victoria,2018,Catholic,Primary,14.7
Victoria,2018,Catholic,Secondary,12.2
Victoria,2018,Government,All,13.5
Victoria,2018,Government,Primary,14.6
Victoria,2018,Government,Secondary,12.1
Victoria,2018,Independent,All,10.7
Victoria,2018,Independent,Primary,12.6
Victoria,2018,Independent,Secondary,9.7
Victoria,2019,All,All,13.0
Victoria,2019,All,Primary,14.2
Victoria,2019,All,Secondary,11.6
Victoria,2019,All non-government,All,12.1
Victoria,2019,All non-government,Primary,13.7
Victoria,2019,All non-government,Secondary,10.8
Victoria,2019,Catholic,All,13.3
Victoria,2019,Catholic,Primary,14.4
Victoria,2019,Catholic,Secondary,12.2
Victoria,2019,Government,All,13.5
Victoria,2019,Government,Primary,14.4
Victoria,2019,Government,Secondary,12.3
Victoria,2019,Independent,All,10.7
Victoria,2019,Independent,Primary,12.6
Victoria,2019,Independent,Secondary,9.6
Victoria,2020,All,All,12.8
Victoria,2020,All,Primary,13.9
Victoria,2020,All,Secondary,11.5
Victoria,2020,All non-government,All,12.0
Victoria,2020,All non-government,Primary,13.5
Victoria,2020,All non-government,Secondary,10.8
Victoria,2020,Catholic,All,13.0
Victoria,2020,Catholic,Primary,14.0
Victoria,2020,Catholic,Secondary,12.0
Victoria,2020,Government,All,13.3
Victoria,2020,Government,Primary,14.1
Victoria,2020,Government,Secondary,12.2
Victoria,2020,Independent,All,10.8
Victoria,2020,Independent,Primary,12.7
Victoria,2020,Independent,Secondary,9.7
Victoria,2021,All,All,12.4
Victoria,2021,All,Primary,13.5
Victoria,2021,All,Secondary,11.3
Victoria,2021,All non-government,All,11.8
Victoria,2021,All non-government,Primary,13.3
Victoria,2021,All non-government,Secondary,10.7
Victoria,2021,Catholic,All,12.8
Victoria,2021,Catholic,Primary,13.7
Victoria,2021,Catholic,Secondary,12.0
Victoria,2021,Government,All,12.8
Victoria,2021,Government,Primary,13.5
Victoria,2021,Government,Secondary,11.8
Victoria,2021,Independent,All,10.7
Victoria,2021,Independent,Primary,12.8
Victoria,2021,Independent,Secondary,9.7
Victoria,2022,All,All,12.3
Victoria,2022,All,Primary,13.4
Victoria,2022,All,Secondary,11.2
Victoria,2022,All non-government,All,11.8
Victoria,2022,All non-government,Primary,13.2
Victoria,2022,All non-government,Secondary,10.7
Victoria,2022,Catholic,All,12.7
Victoria,2022,Catholic,Primary,13.6
Victoria,2022,Catholic,Secondary,11.9
Victoria,2022,Government,All,12.6
Victoria,2022,Government,Primary,13.5
Victoria,2022,Government,Secondary,11.6
Victoria,2022,Independent,All,10.7
Victoria,2022,Independent,Primary,12.7
Victoria,2022,Independent,Secondary,9.6
Victoria,2023,All,All,12.2
Victoria,2023,All,Primary,13.3
Victoria,2023,All,Secondary,11.1
Victoria,2023,All non-government,All,11.6
Victoria,2023,All non-government,Primary,13.2
Victoria,2023,All non-government,Secondary,10.5
Victoria,2023,Catholic,All,12.4
Victoria,2023,Catholic,Primary,13.4
Victoria,2023,Catholic,Secondary,11.5
Victoria,2023,Government,All,12.6
Victoria,2023,Government,Primary,13.4
Victoria,2023,Government,Secondary,11.5
Victoria,2023,Independent,All,10.8
Victoria,2023,Independent,Primary,12.9
Victoria,2023,Independent,Secondary,9.6
Victoria,2024,All,All,12.1
Victoria,2024,All,Primary,13.1
Victoria,2024,All,Secondary,11.0
Victoria,2024,All non-government,All,11.6
Victoria,2024,All non-government,Primary,13.2
Victoria,2024,All non-government,Secondary,10.4
Victoria,2024,Catholic,All,12.3
Victoria,2024,Catholic,Primary,13.3
Victoria,2024,Catholic,Secondary,11.4
Victoria,2024,Government,All,12.4
Victoria,2024,Government,Primary,13.0
Victoria,2024,Government,Secondary,11.5
Victoria,2024,Independent,All,10.7
Victoria,2024,Independent,Primary,12.9
Victoria,2024,Independent,Secondary,9.6
Western Australia,2001,All,All,14.9
Western Australia,2001,All,Primary,16.9
Western Australia,2001,All,Secondary,12.6
Western Australia,2001,All non-government,All,14.2
Western Australia,2001,All non-government,Primary,16.3
Western Australia,2001,All non-government,Secondary,12.5
Western Australia,2001,Catholic,All,15.4
Western Australia,2001,Catholic,Primary,17.3
Western Australia,2001,Catholic,Secondary,13.4
Western Australia,2001,Government,All,15.1
Western Australia,2001,Government,Primary,17.2
Western Australia,2001,Government,Secondary,12.6
Western Australia,2001,Independent,All,12.8
Western Australia,2001,Independent,Primary,14.6
Western Australia,2001,Independent,Secondary,11.7
Western Australia,2002,All,All,15.2
Western Australia,2002,All,Primary,17.7
Western Australia,2002,All,Secondary,12.4
Western Australia,2002,All non-government,All,14.7
Western Australia,2002,All non-government,Primary,17.5
Western Australia,2002,All non-government,Secondary,12.4
Western Australia,2002,Catholic,All,15.9
Western Australia,2002,Catholic,Primary,18.5
Western Australia,2002,Catholic,Secondary,13.2
Western Australia,2002,Government,All,15.4
Western Australia,2002,Government,Primary,17.7
Western Australia,2002,Government,Secondary,12.4
Western Australia,2002,Independent,All,13.2
Western Australia,2002,Independent,Primary,15.9
Western Australia,2002,Independent,Secondary,11.5
Western Australia,2003,All,All,14.8
Western Australia,2003,All,Primary,16.9
Western Australia,2003,All,Secondary,12.3
Western Australia,2003,All non-government,All,14.6
Western Australia,2003,All non-government,Primary,17.3
Western Australia,2003,All non-government,Secondary,12.5
Western Australia,2003,Catholic,All,15.8
Western Australia,2003,Catholic,Primary,18.5
Western Australia,2003,Catholic,Secondary,13.2
Western Australia,2003,Government,All,14.8
Western Australia,2003,Government,Primary,16.8
Western Australia,2003,Government,Secondary,12.2
Western Australia,2003,Independent,All,13.2
Western Australia,2003,Independent,Primary,15.6
Western Australia,2003,Independent,Secondary,11.7
Western Australia,2004,All,All,14.3
Western Australia,2004,All,Primary,16.4
Western Australia,2004,All,Secondary,12.0
Western Australia,2004,All non-government,All,14.5
Western Australia,2004,All non-government,Primary,17.0
Western Australia,2004,All non-government,Secondary,12.4
Western Australia,2004,Catholic,All,15.7
Western Australia,2004,Catholic,Primary,18.2
Western Australia,2004,Catholic,Secondary,13.2
Western Australia,2004,Government,All,14.3
Western Australia,2004,Government,Primary,16.2
Western Australia,2004,Government,Secondary,11.7
Western Australia,2004,Independent,All,13.1
Western Australia,2004,Independent,Primary,15.4
Western Australia,2004,Independent,Secondary,11.6
Western Australia,2005,All,All,14.4
Western Australia,2005,All,Primary,16.4
Western Australia,2005,All,Secondary,12.1
Western Australia,2005,All non-government,All,14.3
Western Australia,2005,All non-government,Primary,16.8
Western Australia,2005,All non-government,Secondary,12.2
Western Australia,2005,Catholic,All,15.5
Western Australia,2005,Catholic,Primary,18.1
Western Australia,2005,Catholic,Secondary,13.0
Western Australia,2005,Government,All,14.5
Western Australia,2005,Government,Primary,16.3
Western Australia,2005,Government,Secondary,12.0
Western Australia,2005,Independent,All,12.9
Western Australia,2005,Independent,Primary,15.0
Western Australia,2005,Independent,Secondary,11.5
Western Australia,2006,All,All,14.5
Western Australia,2006,All,Primary,16.4
Western Australia,2006,All,Secondary,12.3
Western Australia,2006,All non-government,All,14.2
Western Australia,2006,All non-government,Primary,17.0
Western Australia,2006,All non-government,Secondary,12.0
Western Australia,2006,Catholic,All,15.5
Western Australia,2006,Catholic,Primary,18.2
Western Australia,2006,Catholic,Secondary,12.9
Western Australia,2006,Government,All,14.7
Western Australia,2006,Government,Primary,16.2
Western Australia,2006,Government,Secondary,12.5
Western Australia,2006,Independent,All,12.8
Western Australia,2006,Independent,Primary,15.4
Western Australia,2006,Independent,Secondary,11.2
Western Australia,2007,All,All,14.0
Western Australia,2007,All,Primary,15.8
Western Australia,2007,All,Secondary,11.8
Western Australia,2007,All non-government,All,14.2
Western Australia,2007,All non-government,Primary,17.1
Western Australia,2007,All non-government,Secondary,12.0
Western Australia,2007,Catholic,All,15.6
Western Australia,2007,Catholic,Primary,18.3
Western Australia,2007,Catholic,Secondary,12.9
Western Australia,2007,Government,All,13.8
Western Australia,2007,Government,Primary,15.3
Western Australia,2007,Government,Secondary,11.7
Western Australia,2007,Independent,All,12.8
Western Australia,2007,Independent,Primary,15.5
Western Australia,2007,Independent,Secondary,11.1
Western Australia,2008,All,All,13.9
Western Australia,2008,All,Primary,15.8
Western Australia,2008,All,Secondary,11.7
Western Australia,2008,All non-government,All,14.0
Western Australia,2008,All non-government,Primary,17.0
Western Australia,2008,All non-government,Secondary,11.8
Western Australia,2008,Catholic,All,15.4
Western Australia,2008,Catholic,Primary,18.2
Western Australia,2008,Catholic,Secondary,12.8
Western Australia,2008,Government,All,13.8
Western Australia,2008,Government,Primary,15.3
Western Australia,2008,Government,Secondary,11.7
Western Australia,2008,Independent,All,12.7
Western Australia,2008,Independent,Primary,15.4
Western Australia,2008,Independent,Secondary,10.9
Western Australia,2009,All,All,13.8
Western Australia,2009,All,Primary,15.7
Western Australia,2009,All,Secondary,11.7
Western Australia,2009,All non-government,All,13.9
Western Australia,2009,All non-government,Primary,16.8
Western Australia,2009,All non-government,Secondary,11.7
Western Australia,2009,Catholic,All,15.2
Western Australia,2009,Catholic,Primary,17.7
Western Australia,2009,Catholic,Secondary,12.8
Western Australia,2009,Government,All,13.8
Western Australia,2009,Government,Primary,15.2
Western Australia,2009,Government,Secondary,11.7
Western Australia,2009,Independent,All,12.7
Western Australia,2009,Independent,Primary,15.7
Western Australia,2009,Independent,Secondary,10.9
Western Australia,2010,All,All,13.8
Western Australia,2010,All,Primary,16.0
Western Australia,2010,All,Secondary,11.1
Western Australia,2010,All non-government,All,13.8
Western Australia,2010,All non-government,Primary,17.4
Western Australia,2010,All non-government,Secondary,11.0
Western Australia,2010,Catholic,All,15.2
Western Australia,2010,Catholic,Primary,18.4
Western Australia,2010,Catholic,Secondary,12.1
Western Australia,2010,Government,All,13.8
Western Australia,2010,Government,Primary,15.4
Western Australia,2010,Government,Secondary,11.2
Western Australia,2010,Independent,All,12.5
Western Australia,2010,Independent,Primary,16.3
Western Australia,2010,Independent,Secondary,10.1
Western Australia,2011,All,All,13.9
Western Australia,2011,All,Primary,16.0
Western Australia,2011,All,Secondary,11.2
Western Australia,2011,All non-government,All,13.8
Western Australia,2011,All non-government,Primary,17.1
Western Australia,2011,All non-government,Secondary,10.9
Western Australia,2011,Catholic,All,15.0
Western Australia,2011,Catholic,Primary,17.8
Western Australia,2011,Catholic,Secondary,12.2
Western Australia,2011,Government,All,14.0
Western Australia,2011,Government,Primary,15.6
Western Australia,2011,Government,Secondary,11.4
Western Australia,2011,Independent,All,12.6
Western Australia,2011,Independent,Primary,16.4
Western Australia,2011,Independent,Secondary,10.0
Western Australia,2012,All,All,14.1
Western Australia,2012,All,Primary,16.2
Western Australia,2012,All,Secondary,11.3
Western Australia,2012,All non-government,All,13.7
Western Australia,2012,All non-government,Primary,17.1
Western Australia,2012,All non-government,Secondary,10.8
Western Australia,2012,Catholic,All,14.9
Western Australia,2012,Catholic,Primary,17.9
